	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9
12348|LHFP	66.41	60.0675	0	94.2876	11.9971	16.564	77.3853	38.4612	110.983	2.14817	9.67106	67.869	59.943	0	75.8694	14.3106	20.1198	70.029	36.0931	101.07	2.72919	9.53502
13359|PHYHD1	30.995	21.3506	123.132	19.5354	2.51719	1.17149	27.1147	44.7217	20.3588	0.875479	0.151058	41.3005	24.2375	0	22.3355	4.14591	2.02515	32.0922	48.1256	20.8553	0.394952	0
13935|ROBO3	25.6366	8.57959	0	23.5645	10.2438	8.23101	10.501	2.08106	16.8831	2.33471	2.56323	38.577	17.7719	172.832	26.9166	14.9506	11.4228	13.9991	3.18837	21.9769	2.27317	2.7665
3719|DDX10	21.7298	16.2173	0	42.0871	77.7338	56.0677	26.611	13.542	51.4139	34.2325	113.528	15.2997	14.4358	0	26.928	63.7389	41.8171	21.1471	10.1989	38.9313	24.0028	89.2163
13741|CAMSAP3	57.2064	15.2295	0	46.3638	21.392	27.0167	46.3871	17.0129	20.4615	0.443485	0.490192	66.6663	22.4469	0	58.3141	27.1636	35.2219	63.792	22.6685	30.1563	0.440797	0.705101
3835|DNER	115.179	10.5193	58.1965	281.339	18.7857	8.40493	50.3267	1.23662	4.23962	0.596512	0	140.412	9.97558	29.8387	293.153	24.9985	11.5405	63.4478	1.82373	4.5744	0.29596	0.181681
12755|FAM105A	7.50884	10.9781	0	11.0326	10.8081	10.6998	21.3372	7.78391	19.7272	22.2564	14.336	4.99393	10.624	0	5.06971	7.21316	8.59617	12.5166	4.82594	14.0096	9.89364	10.9314
10448|ARHGEF5	2.75066	1.27441	0	0.389344	3.75994	15.5341	6.5961	3.07379	7.33577	1.94321	0.994859	5.96448	2.56418	0	0.827063	6.67239	30.2686	11.9883	5.86477	13.5727	3.06834	1.85828
10550|FKBP6	0.0998702	0.077652	45.8138	0.0521298	0.177428	0.192809	45.3998	0.147147	31.7345	0.712025	0.0883974	0.116966	0.0408215	20.949	0	0.24141	0.048368	38.4479	0.0749565	25.843	0.0449852	0.0392805
3749|DENND4A	9.54447	17.5276	0	17.7114	11.6002	4.2871	3.94304	4.19696	9.33976	32.1589	14.9893	6.44241	10.8099	0	12.5817	7.24983	3.81466	3.46666	3.29706	6.60694	19.2284	11.5098
1052|ITGA6	166.644	165.287	0	97.415	233.062	251.761	195.222	115.282	364.176	82.6951	90.8227	181.906	190.654	0	83.3245	246.164	246.976	187.631	114.66	353.921	73.4632	97.7366
12246|KRT38	0	0.173693	47.9441	0.213042	0	0.864657	0	0	0	0.790722	0.2043	0	0	21.9253	0.212365	0.367679	0.610543	0	0.193923	0	0.391569	0
2826|ATP5A1	128.945	108.561	0	151.931	129.292	94.3889	86.5128	48.9188	91.117	45.0089	172.932	99.0283	87.1262	17.3902	94.8929	89.9844	72.5913	62.0056	31.6024	61.9764	32.0409	130.738
10269|TPP2	14.6028	14.9032	0	27.0678	46.8507	30.2827	23.7516	16.5606	43.4815	24.012	81.5582	14.5126	15.3808	0	22.0169	47.5911	29.9042	23.2295	15.7491	43.6669	19.6777	84.9542
13052|OR2V2	0	0.116478	64.7416	0.10426	0.133071	0.0482021	0.0978444	0	0	0.133505	0	0.0584832	0	9.52495	0	0.144846	0	0.0513323	0.0374783	0	0.179941	0.0392805
3851|DPF1	8.36833	0.278059	0	19.0248	3.00799	2.17459	6.11286	0.166479	0.472783	0.0494337	2.54637	18.6515	0.406395	0	31.0068	4.79724	4.60667	11.2795	0.170135	1.37108	0.016624	4.29209
4604|GTF3C3	4.73285	3.65676	0	4.67526	9.10343	8.37212	2.15554	1.72374	4.66061	2.09855	12.1409	4.45461	4.05541	0	3.43986	8.2811	7.82189	1.71988	1.99256	4.52814	2.18741	11.235
17377|HEXDC	15.492	17.3827	23.5857	4.75157	4.0688	1.86101	3.36626	5.01273	4.00974	8.93305	2.38968	17.1041	21.7174	13.4758	10.3729	7.58982	4.68306	7.75372	8.64566	7.0343	16.3725	4.33908
14545|TMEM47	59.0769	27.2422	0	64.2161	17.8475	13.8033	56.4945	31.1353	60.6869	0.0767204	0.14765	47.1009	24.049	0	51.9316	17.6826	14.1004	47.1784	33.6532	58.3552	0	0
11948|IFI6	131.939	116.046	0	35.4049	14.8199	68.5034	251.833	56.8414	24.3708	144.737	24.3748	78.7567	75.7474	0	36.6914	15.2979	73.1715	279.728	59.1764	25.8608	177.532	22.147
14330|SYNC	6.8771	2.0767	0	3.11653	11.0318	14.5524	4.41489	1.49089	12.9079	0	0.85835	9.01621	2.41937	0	3.11065	14.9123	16.5391	5.37886	1.44092	13.4955	0	1.14366
17349|TMED8	9.00724	11.9505	211.296	51.8614	32.2469	27.3971	52.0915	9.81706	27.0787	30.594	52.8102	12.1607	15.7614	30.9431	45.6617	36.6282	31.9328	56.4801	9.69406	26.8922	27.4448	56.6887
1902|MTNR1B	0	0	51.2731	0	0	0	0.579103	0	0.193318	0.351734	0	0.12915	0.0996194	107.326	0.118799	0.119109	0	0.371544	0.702002	0	0.550385	0.0875739
15284|CERS5	46.2229	30.0609	0	64.4936	42.0087	41.3942	40.3383	10.0167	28.4974	43.2458	39.3915	32.8064	27.3142	0	42.2914	38.4836	36.2944	35.7454	7.54501	23.8131	36.1472	39.3902
7301|SPHKAP	1.43309	0.16501	27.8745	56.7282	0.111781	0.201725	1.51826	0.0942037	0.254073	0.219201	0	4.5048	0.171952	70.6177	80.0315	0.121147	0.283598	3.22626	0.0638623	0.441769	0.147336	0
11596|GCM1	1.04644	1.37072	198.393	0.425396	1.29988	0.706439	6.33822	90.1312	2.03934	8.13073	1.5895	0.77628	1.10987	124.769	0.235387	2.71017	1.11598	5.90506	79.5181	1.6937	5.98393	0.872461
6166|PGAM5	24.7461	30.049	0	48.1475	96.8879	88.8435	70.4073	24.9118	43.7658	33.2103	164.257	27.8961	26.9638	22.2082	41.4113	79.4186	89.7498	56.4934	27.925	57.8329	34.6539	151.109
17268|SVIP	40.4044	29.7857	0	68.7806	36.0431	29.9939	29.2355	8.19499	31.3691	29.9399	33.4581	22.3959	19.2326	0	43.8564	30.1898	25.3564	23.3376	4.38866	23.57	21.6667	28.6671
15622|CYYR1	56.5224	69.7216	75.0415	16.1495	9.67519	3.78941	40.0682	24.2977	66.8264	0.652341	0	40.9367	44.8342	67.6535	13.2029	5.31036	4.31564	24.6158	20.6253	51.6455	0.376138	0
11143|FLOT1	85.9946	62.2459	0	130.665	99.8422	98.5266	86.0571	23.7259	64.5033	178.554	58.9704	142.279	104.211	0	147.383	115.631	119.641	108.502	27.7648	70.3001	208.13	65.5759
12381|LMOD2	6.80624	0.107508	63.6322	0	0	0.0653796	0.0678502	0.417625	12.859	0.06392	0.0625711	12.2685	0.460535	15.0318	0.134926	0.204508	0.0671866	0.142573	0.109065	19.6551	0	0.0553628
13332|PEX7	18.3199	12.7624	0	15.9554	13.3809	15.8046	28.9737	8.91895	23.3864	9.2047	22.9968	10.2391	9.2174	0	9.81711	10.1041	12.6973	22.4546	5.43766	15.7069	7.23923	19.3024
600|BST2	327.324	341.71	0	77.9222	502.724	492.139	288.157	514.961	248.235	325.299	562.86	258.217	281.645	0	48.3596	384.837	355.399	227.115	387.381	179.85	238.952	407.963
12388|LOR	1.14908	1.3012	0	0.526112	0.478718	0.0904306	0.669771	0.0896637	0.39284	0.0817054	0.149765	0.713216	1.31144	13.4066	0.567732	0.774991	0.0907067	0.270569	0	0.348908	0	0.0674219
4623|H1F0	604.431	904.928	20.3247	329.747	428.033	666.224	560.704	475.927	368.712	108.193	313.537	786.082	1173.32	25.9814	458.66	474.748	938.732	578.905	509.83	482.444	128.198	412.628
13007|WDYHV1	55.2857	33.8586	0	75.5523	86.1133	94.2088	70.7647	14.6431	48.1053	21.6876	154.639	40.2318	25.3548	0	37.785	63.2174	66.2299	48.1242	11.0599	32.603	18.0071	117.779
14637|ZNF611	4.50045	3.8652	46.3478	14.0518	9.18176	10.5605	4.03972	3.96784	8.66999	11.8988	10.2958	6.72098	5.22367	29.6013	12.1785	10.8471	10.2287	4.62041	3.39383	7.96897	10.5212	11.3559
12202|KLHL34	0.864354	2.25972	85.7552	1.09402	0.922995	0.30798	1.01165	0	1.74889	1.70159	0.246027	0.533723	3.38539	228.803	3.47215	0.673789	0	0.314393	0	2.88462	2.1687	0
14859|WFDC6	0.168222	0.249898	0	0	0	0	12.3044	0	16.7066	0	0	0.388025	0	49.6126	0	0	0	14.9977	0	17.8715	0	0
11105|DHRS2	5.56954	4.53675	0	0.493502	53.3576	48.7906	1.23432	20.8	0.308199	0	0.491579	4.51852	5.03091	0	0.154667	52.1509	55.1496	1.74948	20.1444	0.500428	0	0.440534
10381|ZNF121	15.155	14.8498	97.8806	22.1163	54.4016	45.022	15.1934	10.6485	20.6016	26.4563	81.3751	17.9309	16.8256	23.5446	17.8427	57.5235	49.0103	14.5134	10.5805	20.5156	27.0863	82.1795
11330|ZNF460	15.1868	11.2176	52.5734	50.3809	37.2437	42.0406	44.2901	13.1498	29.3887	28.2393	45.8304	14.8764	11.721	47.9594	32.2718	29.8439	35.2122	36.6637	12.8952	24.1019	21.7929	34.0928
5299|MAN2B1	15.4166	47.8318	0	2.68139	12.2522	11.889	13.1367	6.57223	10.8164	25.7337	24.1669	17.3699	54.3243	42.3911	5.38296	14.2679	13.9844	12.6662	6.86163	7.69179	18.8091	22.9402
9399|EYA3	1.16156	0.933875	0	3.53604	4.56164	2.66519	3.37584	1.10251	3.2993	2.73275	3.36262	2.16024	1.18187	0	4.17182	6.23536	3.76856	4.45921	1.84371	3.88813	4.30162	5.53709
2891|BAG3	5.82195	2.82037	48.3905	20.2486	17.2856	21.441	21.1528	29.0048	24.2762	4.51265	7.60698	20.8284	9.07113	24.1881	47.3486	45.1172	60.1569	48.6775	86.3344	58.3848	9.21848	20.3133
18876|FAM227B	0.157099	0.127481	110.022	0.411784	0.502888	0.152765	5.77873	0.1344	4.29489	0.720584	0.439443	0.375769	0.135553	82.7157	0	0.634058	0.234094	5.14097	0.29214	4.47632	0.354657	0.192033
10586|CARD11	4.10527	42.6228	0	2.80761	15.382	0.706439	7.36818	1.88985	3.44578	31.0446	17.629	8.34501	57.4355	0	6.12005	20.406	0.876841	13.4129	2.4626	6.08193	47.5795	27.7318
11196|DYRK1B	12.8035	6.93095	0	9.83471	3.16064	4.9147	24.2311	1.66163	15.0964	2.52406	1.13371	25.4387	15.4325	0	20.9118	8.26702	8.5226	46.6076	4.36115	27.575	2.96829	2.00784
17861|C1orf95	1.31275	0.214084	2.18235	1.95503	0.0103721	0.0327908	1.30945	0.00903121	0.265783	0	0.0637189	1.21962	0.156156	4.89652	1.58254	0.123004	0.032858	1.10917	0.00920791	0.239481	0.0199065	0.0367452
4896|INSR	112.952	89.4677	0	144.805	70.7454	33.6281	225.118	217.392	155.435	3.31702	112.307	114.095	82.4466	0	121.679	66.6444	26.1239	197.449	223.02	130.294	3.33324	105.629
13673|RAB7A	133.579	108.079	0	225.823	194.031	210.43	193.928	112.808	178.803	221.114	245.355	286.84	249.629	0	392.103	365.581	461.217	353.365	210.867	303.991	415.755	390.991
20102|UGT2B11	2.85977	1.24949	83.1047	0.479406	2.65074	0.578793	23.9778	214.117	0.950782	0.521872	0	3.1042	1.35488	55.0623	0.55012	1.36163	0.539454	18.7472	137.156	0.605813	0.501517	0.113731
12655|MRPL54	31.8509	37.1433	0	15.7148	27.2574	16.8434	18.0802	14.1975	22.3784	15.7991	34.4246	35.4292	34.4679	0	20.3724	25.7617	24.6521	28.8818	17.1545	29.2753	17.32	32.2751
9124|ADK	12.1094	8.72689	0.0138965	16.6202	30.3632	48.2141	8.71773	31.2988	15.017	11.4578	61.7292	12.2584	10.6158	0	14.3483	28.8398	41.7732	7.64058	26.452	13.0919	9.39982	56.4521
14239|SPINK8	0.485294	0.359754	0	0.30161	0	1.47526	0.100361	0	0.214108	0.0873997	0.111487	0.639623	0.137134	0	0.185679	0	1.11089	0.0213603	0.127081	0.0990943	0.0528524	0.0653172
3360|CHST13	8.8854	16.3238	0	0.18346	3.45636	0.0338761	5.99786	7.87896	2.60909	0	0.618939	7.72189	16.6465	0	0.137068	4.34215	0.136146	5.8595	7.59234	2.83969	0.0893548	1.25032
5608|MYO19	13.238	16.2473	35.9084	6.05295	36.5838	30.7026	15.5843	7.77071	15.4775	5.94529	24.5494	13.049	15.3016	51.7384	6.81851	50.7339	42.1027	15.1788	6.62136	16.9438	5.37644	31.4473
14172|C19orf57	10.3435	7.12409	51.8789	9.09153	12.6994	18.4835	19.423	1.46552	11.2193	1.31134	6.10666	7.94997	7.28545	78.9839	10.5443	15.3918	24.8827	20.8974	1.84091	11.3666	1.36368	6.66921
14985|ZNF225	2.99263	2.93717	56.8875	8.00351	4.09863	4.43795	4.51376	2.76331	6.56961	4.82241	7.31955	5.97375	4.09246	10.6509	6.37962	5.49201	4.57808	3.69944	3.44857	8.83537	4.19908	9.31056
9730|MEOX1	2.1831	4.39758	0	0	0.998713	0.0900228	1.92965	0.178666	8.28704	0.496879	0	4.99582	8.79076	0	0	1.3586	0.0902876	3.37249	0.290597	12.7888	1.25487	0
13574|ACTR3B	6.53741	1.56519	0	27.9019	13.3101	7.49422	12.0283	1.45615	6.85463	1.57991	13.262	23.2872	4.80343	0	47.4617	19.5141	12.1775	21.641	3.36617	10.1026	2.57094	16.5449
6078|PCSK4	2.07741	0.828153	0	0.918451	1.65335	0.951854	16.4492	0.50114	12.873	0.0565397	0.716298	4.55472	2.52995	0	3.3155	4.826	2.55424	43.5807	0.794995	24.9435	0.284248	1.38867
11782|GUCY2D	0	1.57292	20.7117	0	0	0.235172	0.854731	0	0.755153	0.0555884	0	0.0732011	2.49519	0	0	0.303874	0.30219	1.34238	0.0951753	0.998952	0.277216	0
1207|NFKB1	190.96	346.102	337.908	101.297	131.202	262.823	168.224	133.207	212.297	1733.89	224.475	185.674	306.224	68.5687	74.9913	120.992	235.024	144.656	120.533	179.833	1433.47	178.332
11703|DDHD2	30.0187	18.9729	0	138.825	52.0791	57.7473	67.0185	11.3592	56.3951	29.0706	81.9883	49.653	32.531	1.0598	130.15	50.9207	55.8713	69.2093	11.141	56.4767	29.72	81.7364
12523|COA4	6.39132	6.48187	12.9311	5.16463	18.4797	13.9514	10.0345	5.34703	7.14494	3.83582	19.7119	10.5258	8.5607	0	5.2062	26.2056	23.2381	15.6589	8.56981	9.25909	8.04918	22.6746
4424|GHITM	360.926	356.383	50.5086	671.97	509.465	424.796	528.335	282.191	497.767	328.003	647.437	286.061	272.497	125.331	432.691	400.077	329.981	435.18	222.814	384.782	244.848	542.848
1915|PDE2A	41.3207	38.3323	99.1978	97.9602	19.3455	0.51589	42.9662	13.8367	42.9731	1.72081	0.156608	62.3634	65.479	134.964	143.174	29.1837	0.99942	71.5124	18.758	63.4951	2.6338	0.248005
9988|PWP2	12.8671	13.411	0	17.8172	24.1998	24.4551	12.5326	5.85904	8.88219	14.1423	36.9102	11.5785	11.9618	0	14.3558	24.1763	24.0234	11.5675	4.67856	8.30178	13.5396	36.1691
2270|HMGA2	4.76161	7.98237	0	0	113.31	28.236	2.76034	0	1.0614	0.38013	9.92638	5.64834	7.68808	0	0.0664927	118.641	27.9005	2.53758	0	0.781589	0.377826	8.24426
13473|PPA2	53.8893	54.9599	0	59.0152	94.3699	84.2332	71.8104	31.5543	59.9946	63.3193	116.74	38.0126	40.7373	0	34.7651	72.382	64.084	52.5744	24.6922	43.4822	50.7296	92.783
14644|FAHD1	12.2234	7.82146	0	13.2805	14.5315	13.7577	21.2557	21.6983	12.3407	6.64908	9.01151	19.2433	12.1054	0	13.25	17.4452	19.2847	26.4983	24.108	12.5302	7.03531	10.2646
4981|KCNQ2	17.5473	0.748271	0	116.39	7.02807	1.53836	32.647	0.332716	7.33836	0.257957	0	21.4114	1.37795	0	138.281	6.87684	1.05485	41.1161	0.0895118	4.89924	0	0
6413|PRDM1	14.6337	48.4317	291.589	20.555	39.1012	23.1462	39.4629	10.0037	62.9088	208.61	10.2735	13.7943	53.451	259.031	19.1614	48.7653	29.9826	39.3154	10.0098	64.5327	202.772	9.45173
11429|ATE1	49.0523	49.1274	0	183.101	72.0089	51.5217	123.496	51.4611	100.677	59.3374	96.4015	41.829	43.1717	0	136.923	71.1439	40.9492	108.397	49.3858	94.5476	47.9296	92.4018
11919|C3orf17	4.65218	4.54912	0	5.0944	13.4074	12.8323	7.66152	3.0952	9.36979	10.0387	15.5734	3.74471	4.71456	0	4.97773	12.8365	11.5052	7.3761	2.99398	7.93534	9.5388	17.1816
9892|PHKB	9.00769	6.12754	0	15.0175	16.7631	20.802	13.3524	7.80472	20.2937	5.64511	23.853	15.2261	12.4766	0	17.4591	21.901	25.8204	16.944	8.63117	23.486	7.54976	28.6347
12665|MSANTD2	43.548	31.3084	34.4105	30.9274	40.0563	35.3226	22.5948	15.2959	31.6679	16.1289	19.5887	45.0698	38.3506	51.2993	27.2951	41.0267	38.6807	19.9089	11.5968	23.8678	12.2525	17.5506
7053|SIRPD	0.551985	2.66921	413.863	0.792084	1.62333	1.99896	31.3808	0.508704	53.1304	10.5062	13.652	0.292804	2.85165	125.357	0.304486	2.37022	2.29664	49.9876	1.57039	76.2142	10.0352	14.5735
19393|BEST3	3.71869	1.28489	77.4842	2.90175	1.13629	0	0.975505	0.190821	2.10327	0.187175	1.18622	3.83349	1.51927	85.7448	4.03149	1.18318	0.627499	1.05584	0.213411	1.81526	0.181891	2.46933
19434|COMMD6	0.79713	0.786213	0	0.970936	0.514009	0	0.468859	1.07077	0.935435	0	1.18851	0.338624	0	0	0.439426	0	0	0.793968	0	0	0	0.759144
12830|CFAP46	2.39675	0.573617	0	4.08546	0.20533	0	11.7069	0.284417	9.65533	0	0.0675065	3.39262	0.558306	64.2734	4.20775	0.598986	0.0723927	17.5102	0.47943	11.7329	0.412778	0
3567|CS	31.8536	26.2969	0	70.655	115.023	90.8467	58.7496	14.3873	74.7229	41.219	203.379	54.5556	42.7268	0	79.9552	133.178	107.357	75.5226	17.6228	85.4002	53.1777	227.419
1853|FDPS	579.523	568.019	13.4387	344.702	639.755	684.065	249.401	346.181	232.263	179.133	625.973	523.64	454.255	69.5704	309.168	527.632	553.076	221.053	312.037	214.912	149.327	523.617
8808|PDILT	1.30776	0	0	0	1.11672	0	6.96818	0.0457131	11.7227	0	0	1.83947	0.0493369	0	0	1.09224	0	7.57423	0.0464858	12.7465	0	0
13567|SALL4	0.307946	0.206749	0	0.0947898	3.5217	0.600066	0.516123	0.110626	0.500134	0.0439543	0.106268	0.676299	0.671968	0	0.117331	7.19919	1.11212	1.00687	0.347869	0.606664	0.166694	0.235337
10533|STX7	19.7024	14.8696	0	65.6519	29.4674	19.9165	27.2687	17.4145	40.3856	23.7638	35.9342	35.0323	25.9612	0	63.0234	31.4255	24.43	31.0038	20	44.0611	27.0016	35.8437
18068|OR10A6	0.0474588	0	67.1442	0.196993	0.665808	0.0900228	0.0918882	0.1072	0.121274	0.621098	0	0.222036	0.0390701	47.0236	0.0915513	0.588726	0.0902876	0.0963568	0.217948	0.268296	0.167316	0
7004|SFTPB	809.252	6.31597	175.465	0.0821427	0.144011	0	1669.27	954.782	0.592002	0.226869	0.138104	1422.92	11.1447	100.193	0	0.942116	0.162821	2052.66	1441.43	0.959006	0.674102	0.0620065
13152|SYNJ2BP	60.8576	40.0868	0	75.6052	64.8094	73.8586	93.7895	62.5282	103.705	21.7122	26.6646	58.2743	43.2993	0	67.2629	66.4175	75.6395	89.3962	58.6618	102.676	19.5	28.9678
10779|AIMP1	14.5748	10.2209	0	17.671	35.326	30.5832	5.71887	6.50844	19.1756	18.1694	47.6077	16.1616	12.5207	0	15.1558	32.7039	28.7581	5.84567	7.04775	19.0299	16.6534	46.8403
13584|ATP10D	10.6906	10.9795	0	8.45419	11.4555	8.21642	19.3305	18.1228	17.8696	27.7654	5.19188	13.8929	14.6084	0	9.43425	10.3933	10.5207	18.668	21.6672	19.835	26.8462	5.24846
1264|POLR1B	18.1213	21.0049	109.073	17.3067	53.4107	31.6932	27.0481	11.2318	26.2731	25.3002	92.7035	14.9673	18.2843	66.8512	13.3887	52.7558	30.5783	25.8208	10.7751	27.6835	20.0516	92.8432
11274|STAMBP	9.95374	6.29119	0	12.3075	14.9948	16.2375	6.08066	4.18989	10.6274	5.37792	15.9138	10.3026	6.18383	0	9.35202	12.1438	11.4954	7.16426	3.41346	7.02346	3.40197	12.6514
16009|TTC32	4.47365	5.34646	0	4.73195	6.01204	7.95811	7.72981	1.43862	2.93317	9.32451	13.1279	4.28072	4.82665	0	2.57012	5.82854	5.7525	5.37803	1.94271	3.46177	5.04436	10.469
2096|NRP2	59.2169	53.0524	0	30.1874	74.0457	45.0291	103.224	48.8726	135.322	35.1226	59.2107	86.2988	75.568	0	34.7275	104.736	58.8721	145.066	82.2789	163.182	46.8066	82.0842
14797|LRRIQ1	1.12519	0.0651997	0	0.540536	0.933818	0.289123	1.22739	0.698885	8.97187	0	0.0491909	0.667798	0.179982	0	0.834939	0.897809	0.339796	1.38753	0.584652	8.67331	0	0.150494
100327|GOLGA6L1||100487|GOLGA6L6	0.425755	0.904099	735.802	0.703977	5.6446	1.17149	9.89768	0.954911	7.80174	3.26315	0.377645	1.02229	0.298308	331.862	1.2855	4.9074	0.759431	5.5851	0.443145	4.88797	3.3176	0.396858
16571|AMZ1	1.23115	0.49402	59.5447	5.51227	1.91416	5.37455	2.93262	1.0346	0.524691	0.911353	0.172667	1.28516	0.648037	116.803	7.48885	2.21186	8.15751	4.61685	1.87342	0.617504	1.24974	0.177425
1480|TNFSF14	1.34785	7.35479	81.6532	0.223419	1.35643	1.00724	1.23524	4.50718	3.25026	30.2889	0.818855	2.18512	12.2308	46.9621	0.401654	2.26173	1.33601	2.85237	7.51209	4.98877	45.7534	2.08139
15582|SLC25A26	9.4538	6.03196	0	11.9466	10.0992	6.3844	11.6966	7.82504	10.2939	6.50036	9.43738	7.78215	6.171	0	7.75848	9.0097	6.84754	10.5461	6.97774	9.39963	4.06653	9.57469
141|DLG1	34.6001	19.2158	0	124.69	52.2419	81.4273	48.3525	31.0661	56.2435	17.8036	43.5359	24.5233	14.4266	0	86.3596	29.9292	54.3676	27.3294	21.4096	46.9171	9.94084	32.5212
7611|TMEM100	4.52827	1.4409	28.3472	0.831303	1.53318	0.160513	10.382	6.60365	5.92479	0.0536398	0.151573	3.01692	1.35126	8.96512	0.292714	1.05396	0.158821	7.98222	4.26864	3.81512	0.0900805	0.166755
3110|CANT1	61.5659	39.0614	11.723	42.6022	80.5743	146.17	89.1231	34.9811	84.6278	81.7488	89.8262	54.6193	36.5095	43.1542	42.2271	75.4016	136.403	78.7167	35.6414	81.533	78.8664	94.6506
925|HHEX	32.7487	95.8069	52.7645	9.65993	99.0401	7.70805	35.3561	104.072	27.9548	44.5064	352.808	50.6022	155.525	19.7636	10.4345	134.731	10.1603	48.9509	150.268	36.9965	56.7905	457.292
3405|CLEC18A	9.13602	2.99867	73.6084	6.4019	8.3148	4.32328	32.839	1.48927	5.84577	3.25675	1.72338	4.51962	3.77502	190.501	3.70115	7.8234	4.01639	23.1346	2.00569	6.04622	6.46976	0.635143
2430|ABCG5	10.3004	19.6107	6.62824	0.430787	3.55516	0	0.37903	47.8085	0.155388	0	0	9.64617	17.9713	0	0.282002	3.96292	0	0.670546	53.5561	0.172264	0	0
12133|KCNN1	9.09599	0.391634	0	30.3733	1.44432	1.1774	11.1711	0.290746	1.61741	2.58705	5.70776	16.8841	1.2486	0	39.7019	2.1522	0.717415	19.4023	0.158877	1.23178	4.23254	11.0927
5313|MAP3K9	0.331419	0.0154477	0	1.55137	0.244836	0.520414	0.984113	0.0756724	0.371472	0.131823	0.0526835	0.31246	0.0975348	0	4.24777	0.862003	2.17435	2.52225	0.185602	0.807623	0.182864	0.169831
19025|CYCS	10.6916	8.85268	32.6881	13.0167	15.1146	18.3417	6.19092	1.80482	3.93305	5.98736	6.44335	7.33208	7.51888	1.28762	7.52974	14.2675	14.5254	5.14766	1.07348	2.36605	4.22005	4.72932
14070|SLC22A31	2.78086	1.09441	0	13.7272	4.97598	0.565857	3.40207	0.692056	0	0.0771399	0.0715332	2.23525	1.02966	0	12.7874	5.2677	0.64904	3.75179	0.791553	0	0	0.436743
10088|SAG	0.0471252	36.738	0	0	0.0210591	0	0.771632	0	1.52528	0.0198977	0	0.192028	98.1388	0	0.0462182	0	0	0.943433	0	2.08178	0	0.0371107
10451|UBXN8	2.41117	1.11901	0	0.946079	1.64089	1.49811	0.563067	1.62658	1.31535	0.535227	2.51974	1.45651	1.17291	0	0.641047	0.636086	0.435846	0.716206	0.798885	0.747802	0.216362	1.51194
7883|UQCRQ	569.624	315.059	30.4966	344.663	497.02	511.411	240.817	262.578	271.989	120.455	336.312	337.051	211.522	0	214.752	379.015	374.255	166.072	179.975	203.045	85.8918	275.575
8003|WNT10B	4.53754	2.70138	0	10.9761	2.91829	1.68422	3.39102	0.193706	2.54097	1.7787	3.30645	4.94852	2.85545	44.5376	11.1837	3.66475	2.17981	4.39674	0.210451	2.73391	2.26216	3.87971
13999|CCDC14	8.48477	6.54495	54.0531	4.36077	16.7294	14.5511	2.65305	3.81046	13.4788	2.74963	18.9544	12.0696	12.404	59.5266	4.52563	21.0716	19.1054	3.09717	5.08625	14.4019	2.84159	22.2528
30103|LOC150051	0	0.0745353	0	0.0492482	0	0.135034	0	0	0	0	0.0410667	0	0.0390701	0	0.137327	0.181146	0.180575	0.0963568	0	0	0	0
7032|SHISA5	20.4939	22.5502	0	19.8561	24.5054	51.7821	28.3287	6.58954	21.1339	39.9683	10.274	28.7481	35.4396	0	23.314	32.62	69.3295	38.8324	10.3948	26.0279	55.9945	12.079
18815|PYURF	44.337	37.2661	0	13.7774	9.35939	10.1715	11.675	6.49542	10.5495	8.26847	10.854	31.9743	26.0879	0	14.7633	11.2315	13.3119	14.0675	9.49094	12.4749	9.65524	17.0156
2427|ABCF3	29.6252	25.499	0	34.477	21.199	33.8775	24.4443	13.4409	22.1969	15.6353	21.9443	23.5214	21.3982	0	26.0602	18.4919	28.422	19.6309	9.67548	17.3407	12.7277	16.4301
19133|TRMT10A	2.18811	2.08585	0	3.93839	6.75717	5.91951	3.33187	4.50973	8.7455	2.70751	8.27518	3.53374	3.02165	0	3.60011	6.66882	7.23634	2.97055	4.55128	6.69678	3.06551	7.68481
12271|KRTAP1-1	0	0	0	0.0864968	0.469138	0.512666	0.256563	0.083686	0.0757682	0.495848	0	0	0	42.5007	0.1619	0.42995	0.171889	0.269639	0	0.0833839	0.571808	0
8289|BRIP1	3.03475	6.61534	5.8126	1.07509	44.705	40.9221	2.45336	1.81426	15.0732	4.21045	34.2324	2.37896	5.00211	14.8372	0.721178	37.9267	32.213	2.06436	1.08648	10.3905	3.71422	26.0568
13644|PYDC1	0.957651	0.449896	0	32.5766	0.76241	0.631348	1.29384	0.104046	0	0.318139	0.22252	1.03277	0.347273	29.3771	22.4211	0.626036	0.833757	0.944803	0	0	0.322832	0
18944|TEX9	22.3196	18.8691	983.202	10.3567	49.3448	107.434	112.057	9.63693	71.5608	4.62153	15.0544	11.1746	16.9866	583.041	13.6222	62.0969	94.0938	86.9395	12.685	72.928	8.4897	16.7012
17545|KRTAP8-1	0.23533	0.0452359	196.927	0.866924	1.05008	0.165228	1.32729	0.484727	0.802323	0.418132	0.261267	0.0691545	0.289758	146.566	0.228927	0.684674	0.167916	1.26361	0.316296	0.985464	0.365726	0.0931132
